w1,w2,w3,w4,w5,w6,CL,CD,CM
-0.126547,-0.078067,-0.371834,0.234330,0.202084,0.156077,0.487100,0.01344000,0.008800
-0.516204,-0.164803,-0.327447,0.163662,0.041952,0.054226,-0.135800,0.01239000,0.056100
-0.244907,-0.165903,-0.371908,0.383897,0.580156,0.581209,0.689600,0.01734000,-0.066500
-0.368670,-0.155882,-0.546011,0.322086,0.001971,0.512681,0.125900,0.01795000,0.042300
-0.575208,-0.570882,-0.190872,0.417713,0.519237,0.475448,0.163300,0.01617000,-0.027800
-0.125046,-0.457621,-0.439778,0.097584,0.012779,0.236225,-0.239400,0.01054000,0.131200
-0.017835,-0.052618,-0.422543,0.526673,0.306900,0.081862,0.646400,0.01547000,0.054100
-0.177124,-0.575042,-0.075081,0.152900,0.437134,0.544318,0.460600,0.01259000,-0.080800
-0.590172,-0.310369,-0.551797,0.580393,0.260677,0.355149,0.254600,0.01802000,0.030200
-0.088809,-0.562738,-0.128213,0.551837,0.082678,0.505389,0.317100,0.01508000,0.053900
-0.363155,-0.070960,-0.398682,0.509272,0.579239,0.087647,0.562400,0.01549000,0.007600
-0.439553,-0.517048,-0.206345,0.283621,0.508464,0.041667,0.132400,0.01309000,0.021900
-0.561382,-0.093834,-0.486017,0.068001,0.419933,0.106000,-0.123200,0.01970000,0.030900
-0.081217,-0.233328,-0.046799,0.212806,0.365987,0.509861,0.804400,0.00978000,-0.121500
-0.292203,-0.170249,-0.289908,0.218362,0.136305,0.177224,0.148200,0.00916000,0.038200
-0.379578,-0.535635,-0.370522,0.000305,0.087325,0.220168,-0.374600,0.02923000,0.098900
-0.395386,-0.589903,-0.330882,0.230999,0.597455,0.328924,0.151100,0.01397000,-0.000600
-0.479945,-0.305910,-0.255389,0.252795,0.324662,0.565600,0.296900,0.01282000,-0.063200
-0.320231,-0.325728,-0.243038,0.552915,0.272238,0.182096,0.322100,0.01376000,0.052400
-0.486073,-0.476253,-0.046302,0.125326,0.204572,0.345383,0.047600,0.01389000,-0.034800
-0.122443,-0.342703,-0.542948,0.237629,0.388856,0.319817,0.443400,0.01332000,0.009300
-0.296634,-0.321232,-0.113508,0.050481,0.506931,0.582103,0.036600,0.02729000,-0.038900
-0.381052,-0.584124,-0.573891,0.149243,0.140762,0.397012,-0.288600,0.01184000,0.096700
-0.269370,-0.510771,-0.515144,0.163541,0.017937,0.558611,-0.472600,0.01317000,0.148300
-0.348608,-0.338242,-0.143962,0.119563,0.252145,0.107678,0.143100,0.00908000,0.002000
-0.248037,-0.481442,-0.226412,0.342453,0.516294,0.399622,0.382000,0.01252000,-0.012000
-0.107395,-0.129241,-0.469856,0.440825,0.326421,0.566034,0.675000,0.02075000,-0.018500
-0.139904,-0.526075,-0.585843,0.413597,0.547335,0.009734,0.110900,0.01451000,0.136100
-0.153893,-0.584500,-0.402164,0.486810,0.072746,0.562333,-0.133000,0.01512000,0.141200
-0.046526,-0.047516,-0.287262,0.590284,0.352047,0.561861,0.664700,0.01860000,0.004000
-0.368518,-0.534313,-0.317873,0.359392,0.260210,0.552765,-0.002100,0.01260000,0.043600
-0.335269,-0.285536,-0.500460,0.496540,0.077792,0.489236,-0.027800,0.01447000,0.109400
-0.468204,-0.120270,-0.010328,0.502167,0.319626,0.024733,0.552500,0.01482000,-0.028600
-0.258664,-0.230020,-0.521770,0.374600,0.329999,0.295277,0.520500,0.01737000,0.005300
-0.407822,-0.362711,-0.263873,0.164575,0.532060,0.233676,0.303500,0.01176000,-0.038300
-0.325460,-0.413139,-0.402253,0.340588,0.454988,0.373390,0.163800,0.01179000,0.037600
-0.204007,-0.088289,-0.228429,0.340764,0.198054,0.206409,0.520500,0.01150000,-0.006100
-0.360938,-0.095888,-0.577517,0.252694,0.144840,0.420852,0.315900,0.01740000,0.001200
-0.329192,-0.387425,-0.313697,0.480598,0.388548,0.135039,0.222800,0.01307000,0.064000
-0.305807,-0.579369,-0.438841,0.314079,0.228224,0.536178,-0.118500,0.01224000,0.082600
-0.013192,-0.578135,-0.431815,0.560636,0.479119,0.200051,0.693300,0.01982000,0.038400
-0.294986,-0.389805,-0.529322,0.223885,0.231264,0.517889,-0.124600,0.01278000,0.082600
-0.151302,-0.139605,-0.262964,0.245497,0.353875,0.373594,0.702400,0.01120000,-0.069200
-0.461713,-0.401470,-0.541265,0.298936,0.167429,0.177075,-0.140900,0.01165000,0.094100
-0.095615,-0.175229,-0.016736,0.505820,0.035050,0.525349,0.696700,0.01381000,-0.038900
-0.555845,-0.198927,-0.061236,0.236695,0.096607,0.126312,0.163900,0.01300000,-0.024900
-0.555708,-0.343336,-0.481694,0.185950,0.280046,0.476678,0.166800,0.01219000,-0.038600
-0.001601,-0.109088,-0.384005,0.281163,0.549892,0.525459,0.840400,0.01421000,-0.081600
-0.389760,-0.245745,-0.226239,0.340597,0.444487,0.261771,0.446000,0.01178000,-0.033300
-0.103986,-0.442114,-0.208009,0.190579,0.529919,0.577612,0.465600,0.01293000,-0.053000
-0.484541,-0.327714,-0.060943,0.320510,0.181252,0.248753,0.285700,0.01293000,-0.033000
-0.178127,-0.192234,-0.285990,0.495576,0.585763,0.172218,0.598300,0.01447000,0.015000
-0.059061,-0.047139,-0.304013,0.107866,0.015987,0.534894,0.434100,0.01632000,-0.034900
-0.548930,-0.045343,-0.217952,0.180181,0.182426,0.028085,0.089700,0.01174000,0.003300
-0.012241,-0.472229,-0.331168,0.378635,0.412088,0.036101,0.377900,0.01390000,0.074600
-0.537098,-0.202874,-0.104540,0.306163,0.039222,0.543884,0.179500,0.01555000,-0.045800
-0.404797,-0.296463,-0.041579,0.460015,0.319046,0.570987,0.483900,0.01581000,-0.065700
-0.399706,-0.506694,-0.327783,0.091660,0.169963,0.321515,-0.284300,0.01388000,0.069200
-0.454304,-0.374329,-0.487732,0.395346,0.081671,0.228426,-0.093300,0.01278000,0.095800
-0.364284,-0.040710,-0.423726,0.317860,0.557016,0.233353,0.614600,0.01286000,-0.049400
-0.180143,-0.149028,-0.482855,0.501331,0.013640,0.024657,0.270300,0.01938000,0.119500
-0.544925,-0.563269,-0.083250,0.237522,0.592721,0.566037,0.297800,0.01637000,-0.099400
-0.520642,-0.388066,-0.099531,0.509355,0.284871,0.084506,0.260000,0.01525000,0.015700
-0.090829,-0.223659,-0.065617,0.377062,0.138309,0.201861,0.512300,0.01085000,0.004700
-0.221138,-0.472262,-0.150164,0.285765,0.263019,0.300256,0.292600,0.01051000,0.005400
-0.277991,-0.435885,-0.117399,0.081892,0.182492,0.511508,0.003300,0.01588000,-0.003500
-0.031471,-0.035185,-0.321358,0.084403,0.095087,0.373687,0.528900,0.01514000,-0.042400
-0.242545,-0.420602,-0.266757,0.421283,0.276763,0.187808,0.205700,0.01215000,0.064500
-0.195582,-0.419135,-0.473053,0.528257,0.516401,0.258654,0.146800,0.01479000,0.112500
-0.548005,-0.409526,-0.075756,0.181257,0.071510,0.424683,0.001900,0.01418000,-0.029800
-0.057858,-0.021849,-0.105116,0.086414,0.069866,0.093342,0.410600,0.00798000,-0.011600
-0.095190,-0.434908,-0.522068,0.532666,0.095869,0.419833,0.012900,0.01464000,0.155400
-0.440626,-0.248414,-0.276189,0.118859,0.296645,0.222568,0.179500,0.00975000,-0.020900
-0.384297,-0.398755,-0.014121,0.417729,0.398811,0.029494,0.405500,0.01315000,-0.006900
-0.583844,-0.461793,-0.023541,0.235933,0.083668,0.376933,0.043500,0.01428000,-0.035600
-0.332742,-0.428557,-0.332880,0.278070,0.327152,0.408869,0.173100,0.01038000,0.014600
-0.431112,-0.228988,-0.562278,0.266786,0.211095,0.028302,-0.060600,0.01134000,0.096500
-0.211063,-0.248207,-0.590956,0.313566,0.168821,0.244426,0.371100,0.01917000,0.042300
-0.424456,-0.125215,-0.171064,0.086790,0.243093,0.580756,0.090800,0.01915000,-0.047300
-0.417263,-0.185469,-0.253641,0.427434,0.006567,0.557926,0.180300,0.01503000,0.011700
-0.556786,-0.478045,-0.418080,0.458735,0.091460,0.456865,-0.150300,0.01606000,0.072200
-0.453616,-0.156421,-0.071813,0.399996,0.339493,0.480176,0.575300,0.01368000,-0.088800
-0.305805,-0.326965,-0.383992,0.152332,0.140232,0.174221,-0.072500,0.00852000,0.075100
-0.019799,-0.446745,-0.347619,0.438301,0.351427,0.475745,0.418700,0.01610000,0.039800
-0.037225,-0.324317,-0.465017,0.420055,0.375125,0.271387,0.373400,0.01167000,0.071300
-0.181212,-0.477779,-0.111358,0.343566,0.241875,0.460318,0.331700,0.01181000,-0.002400
-0.409900,-0.300911,-0.379081,0.577352,0.528963,0.598058,0.194500,0.01805000,0.030700
-0.041181,-0.124109,-0.220855,0.350772,0.337733,0.036755,0.543500,0.01127000,0.030100
-0.409633,-0.488264,-0.108004,0.229863,0.446603,0.000927,0.142900,0.01199000,0.012800
-0.186454,-0.478422,-0.019789,0.140913,0.268630,0.515653,0.455300,0.01140000,-0.082800
-0.465000,-0.531666,-0.523648,0.518731,0.144170,0.347774,-0.061600,0.01571000,0.100800
-0.424584,-0.542154,-0.083241,0.362796,0.057804,0.338283,0.100700,0.01417000,0.013500
-0.155868,-0.279105,-0.574130,0.222902,0.343525,0.395956,0.654200,0.01656000,-0.047700
-0.116854,-0.197351,-0.046498,0.403551,0.269777,0.316112,0.692700,0.01117000,-0.042800
-0.360700,-0.368818,-0.413459,0.275103,0.074289,0.430149,-0.187300,0.01183000,0.091000
-0.498239,-0.183283,-0.391043,0.034666,0.160715,0.504662,0.063300,0.03008000,-0.029300
-0.208630,-0.166940,-0.277459,0.470803,0.297491,0.090393,0.404000,0.01260000,0.055200
-0.068303,-0.204397,-0.373722,0.226949,0.157681,0.360105,0.425400,0.01155000,0.008300
-0.209738,-0.048664,-0.110837,0.318856,0.465978,0.395224,0.947400,0.01071000,-0.128700
-0.454130,-0.402148,-0.368877,0.402278,0.190321,0.351435,-0.012100,0.01334000,0.060300
-0.029151,-0.055295,-0.112704,0.515802,0.312045,0.324654,0.858700,0.01463000,-0.036500
-0.175548,-0.102549,-0.224706,0.450153,0.209145,0.154307,0.557800,0.01276000,0.017400
-0.373905,-0.385986,-0.404130,0.176705,0.446092,0.228554,0.143400,0.01079000,0.014800
-0.493138,-0.090368,-0.313582,0.288551,0.371074,0.433103,0.445100,0.01208000,-0.067400
-0.525619,-0.237845,-0.096528,0.208023,0.215764,0.301252,0.321800,0.01087000,-0.068600
-0.266042,-0.278641,-0.096246,0.000602,0.284124,0.119526,0.106600,0.00004000,0.001400
-0.488194,-0.307629,-0.041831,0.012303,0.457956,0.141836,0.203700,0.02670000,-0.062800
-0.510048,-0.443600,-0.565578,0.174108,0.562383,0.233819,0.168000,0.01297000,-0.007200
-0.294390,-0.403705,-0.341204,0.343717,0.020321,0.377914,-0.055200,0.01213000,0.086200
-0.347706,-0.001414,-0.396627,0.581620,0.055916,0.012648,0.245300,0.01608000,0.099400
-0.354603,-0.539915,-0.447870,0.522949,0.330000,0.538854,-0.139500,0.01632000,0.112600
-0.087666,-0.530554,-0.025613,0.222333,0.350967,0.402055,0.581200,0.01033000,-0.067800
-0.478320,-0.565831,-0.421057,0.133043,0.566146,0.437173,0.015200,0.01426000,-0.007600
-0.064754,-0.440034,-0.236744,0.089938,0.391731,0.529727,0.358900,0.01108000,-0.035400
-0.332729,-0.534667,-0.188009,0.067205,0.327240,0.205567,-0.128200,0.01611000,0.039800
-0.272685,-0.336109,-0.458204,0.271487,0.008423,0.010027,-0.287700,0.01079000,0.165800
-0.352516,-0.500740,-0.537001,0.596266,0.002963,0.585740,-0.175900,0.01641000,0.145600
-0.594613,-0.584910,-0.083362,0.411010,0.074769,0.032316,-0.163100,0.01569000,0.065000
-0.579150,-0.535134,-0.247779,0.210643,0.131254,0.509821,-0.189600,0.01318000,0.012400
-0.483527,-0.134312,-0.405283,0.333411,0.204203,0.226185,0.198400,0.01323000,0.017600
-0.411702,-0.590907,-0.567809,0.565312,0.184785,0.586083,-0.298200,0.01765000,0.149000
-0.416526,-0.199740,-0.489079,0.334092,0.374708,0.598582,0.336500,0.01232000,-0.026200
-0.272972,-0.244236,-0.588155,0.151069,0.232139,0.567565,0.379200,0.01953000,-0.032800
-0.480585,-0.577265,-0.354890,0.008133,0.300297,0.090922,-0.369600,0.02561000,0.081600
-0.387755,-0.469537,-0.320369,0.503827,0.356777,0.477091,0.072100,0.01526000,0.055700
-0.010812,-0.563150,-0.073780,0.109721,0.373961,0.379972,0.440800,0.00974000,-0.043000
-0.010230,-0.325265,-0.182936,0.318499,0.428178,0.153493,0.519500,0.01024000,0.013300
-0.367221,-0.010640,-0.251369,0.189131,0.213117,0.481263,0.449500,0.01084000,-0.072700
-0.108389,-0.079089,-0.202060,0.183369,0.171889,0.483718,0.735700,0.01052000,-0.099000
-0.398638,-0.166146,-0.289238,0.081410,0.060042,0.373040,-0.019500,0.01424000,0.012700
-0.175114,-0.317975,-0.178498,0.127759,0.058293,0.089714,0.039500,0.00890000,0.059900
-0.022335,-0.314785,-0.076364,0.245500,0.527788,0.170805,0.669500,0.01065000,-0.044100
-0.322556,-0.486643,-0.557006,0.441521,0.424676,0.562990,-0.095100,0.01452000,0.105600
-0.116451,-0.205252,-0.315616,0.451485,0.597027,0.234600,0.620200,0.01455000,0.008800
-0.565672,-0.518713,-0.467139,0.458674,0.041314,0.057901,-0.268000,0.01534000,0.128900
-0.244266,-0.550032,-0.035986,0.175966,0.303593,0.383586,0.435000,0.01042000,-0.068100
-0.204674,-0.032639,-0.232747,0.304193,0.473502,0.387890,0.953800,0.01230000,-0.122100
-0.510950,-0.011673,-0.183142,0.547448,0.027463,0.388659,0.476400,0.01686000,-0.027900
-0.493399,-0.378047,-0.228203,0.314674,0.093347,0.330031,0.036500,0.01337000,0.018500
-0.104342,-0.411088,-0.289862,0.234343,0.372360,0.080953,0.174400,0.01004000,0.070100
-0.357469,-0.155903,-0.022622,0.122685,0.318412,0.420862,0.611100,0.00947000,-0.130000
-0.176481,-0.054960,-0.431063,0.196475,0.266196,0.418967,0.830100,0.01415000,-0.102900
-0.479458,-0.124208,-0.276708,0.411558,0.266353,0.391281,0.319900,0.01415000,-0.015700
-0.253487,-0.445400,-0.433654,0.137368,0.279148,0.247000,0.026400,0.00972000,0.054800
-0.232470,-0.014865,-0.019856,0.351732,0.230753,0.112226,0.635100,0.01109000,-0.039900
-0.593762,-0.171222,-0.507880,0.596159,0.513583,0.581146,0.176500,0.02191000,0.014000
-0.350575,-0.536092,-0.139354,0.436377,0.335966,0.194265,0.252600,0.01362000,0.025800
-0.405530,-0.502988,-0.421296,0.590434,0.227655,0.177700,0.013800,0.01562000,0.115800
-0.575485,-0.332836,-0.091325,0.207643,0.402417,0.277228,0.369600,0.01232000,-0.089000
-0.520591,-0.537648,-0.194806,0.149437,0.308159,0.224329,0.034200,0.01150000,-0.012600
-0.002670,-0.042230,-0.080774,0.381819,0.304755,0.385494,0.852600,0.01232000,-0.067800
-0.256115,-0.088797,-0.220593,0.173157,0.039386,0.172918,0.234700,0.00975000,0.014300
-0.577866,-0.071544,-0.212750,0.088449,0.238415,0.187492,0.092900,0.01717000,-0.035700
-0.541212,-0.598201,-0.378812,0.347117,0.217428,0.542343,-0.262500,0.01531000,0.063500
-0.325890,-0.236514,-0.297798,0.349412,0.046047,0.338982,0.121400,0.01129000,0.047200
-0.446814,-0.409286,-0.333194,0.277416,0.424149,0.469096,0.231300,0.01204000,-0.025300
-0.240035,-0.166460,-0.327533,0.100800,0.342425,0.465240,0.440500,0.01124000,-0.057700
-0.414022,-0.312914,-0.079916,0.441356,0.011605,0.552548,0.292600,0.01519000,-0.022900
-0.204174,-0.089026,-0.273964,0.199372,0.416198,0.457663,0.876500,0.01264000,-0.132100
-0.478763,-0.339491,-0.060168,0.452423,0.409675,0.243772,0.492400,0.01417000,-0.048700
-0.082253,-0.084853,-0.135490,0.009563,0.311716,0.309153,0.613700,0.02538000,-0.084100
-0.466372,-0.156471,-0.183969,0.427923,0.426928,0.060744,0.428200,0.01379000,-0.011000
-0.347175,-0.187973,-0.449098,0.242680,0.501706,0.066061,0.302200,0.01206000,0.021500
-0.192365,-0.038791,-0.251190,0.497475,0.467949,0.436986,0.919100,0.01565000,-0.076500
-0.523480,-0.162169,-0.503275,0.332134,0.126589,0.547689,-0.028000,0.01652000,0.034800
-0.466117,-0.339284,-0.410818,0.344857,0.032790,0.545188,-0.187300,0.01438000,0.072200
-0.581857,-0.568944,-0.154208,0.330424,0.058595,0.559833,-0.198900,0.01664000,0.020600
-0.520683,-0.405012,-0.569873,0.101985,0.317179,0.009498,-0.294900,0.01332000,0.092700
-0.265209,-0.519391,-0.338794,0.139391,0.332545,0.224385,0.065300,0.01042000,0.037300
-0.140435,-0.391781,-0.472234,0.144269,0.124646,0.229544,-0.034000,0.00885000,0.096000
-0.451961,-0.346410,-0.519755,0.061839,0.439313,0.291386,-0.393500,0.00067000,0.064200
-0.338594,-0.402047,-0.053574,0.434835,0.436044,0.102179,0.473000,0.01316000,-0.012700
-0.134545,-0.240101,-0.166895,0.348177,0.401601,0.163556,0.516600,0.01018000,0.002100
-0.470996,-0.026900,-0.339632,0.443427,0.577516,0.141756,0.553500,0.01544000,-0.029700
-0.265134,-0.142121,-0.221513,0.451825,0.027267,0.224601,0.317800,0.01179000,0.043600
-0.144506,-0.569485,-0.453043,0.156047,0.368547,0.197676,0.024300,0.01109000,0.080100
-0.389479,-0.313698,-0.041594,0.073635,0.555464,0.418082,0.179200,0.02485000,-0.075000
-0.592002,-0.572661,-0.286224,0.496386,0.338247,0.191677,0.024800,0.01636000,0.046100
-0.278108,-0.183062,-0.242100,0.596694,0.149047,0.347725,0.438900,0.01364000,0.035400
-0.199445,-0.361353,-0.454433,0.461920,0.024368,0.494797,-0.051400,0.01368000,0.127800
-0.085973,-0.204247,-0.163439,0.319465,0.482687,0.129601,0.582400,0.01034000,-0.006400
-0.304315,-0.079509,-0.105654,0.296126,0.218201,0.344909,0.558300,0.01090000,-0.062500
-0.117496,-0.011634,-0.217531,0.537233,0.503931,0.199801,1.126400,0.01471000,-0.078100
-0.105469,-0.084304,-0.222555,0.491406,0.413189,0.399334,0.917300,0.01516000,-0.061800
-0.075908,-0.568645,-0.202257,0.548712,0.331401,0.579631,0.251000,0.01654000,0.062400
-0.241125,-0.129604,-0.215357,0.401895,0.041414,0.530066,0.373400,0.01327000,0.000100
-0.360825,-0.171063,-0.479237,0.360936,0.471087,0.081688,0.370200,0.01327000,0.029000
-0.376339,-0.263678,-0.109485,0.259945,0.060471,0.416398,0.235400,0.01252000,-0.024600
-0.008061,-0.506331,-0.103266,0.461810,0.330960,0.369704,0.533800,0.01495000,0.012900
-0.257223,-0.465159,-0.238468,0.067619,0.324527,0.537551,-0.160800,0.01801000,0.037300
-0.361537,-0.097335,-0.584552,0.374466,0.110142,0.294934,0.396100,0.01811000,0.019600
-0.502603,-0.045642,-0.493725,0.320294,0.103039,0.229522,0.193600,0.01410000,0.020300
-0.028956,-0.154063,-0.059407,0.265310,0.445916,0.573416,0.949400,0.01071000,-0.138100
-0.327067,-0.525016,-0.409993,0.377505,0.583006,0.238784,0.144200,0.01389000,0.055700
-0.139300,-0.500520,-0.220497,0.292496,0.225866,0.022400,0.042900,0.01073000,0.100100
-0.190915,-0.451244,-0.299374,0.390002,0.065475,0.138345,0.000400,0.01210000,0.116300
-0.444265,-0.003570,-0.115634,0.322791,0.261216,0.368084,0.570000,0.01232000,-0.083600
-0.502321,-0.123623,-0.221741,0.317576,0.030286,0.383832,0.198800,0.01408000,-0.015400
-0.194600,-0.096238,-0.536723,0.096791,0.167803,0.056103,0.229300,0.01795000,0.050400
-0.338283,-0.128912,-0.282256,0.325290,0.009189,0.096015,0.082200,0.01099000,0.068100
-0.109855,-0.094407,-0.134445,0.203621,0.428812,0.497093,0.979900,0.01094000,-0.155300
-0.372311,-0.451738,-0.144700,0.466953,0.309945,0.385033,0.293200,0.01400000,0.004200
-0.469574,-0.035519,-0.574655,0.352321,0.319513,0.008294,0.245600,0.01382000,0.047000
-0.106733,-0.338045,-0.254888,0.347668,0.466954,0.204750,0.439100,0.01104000,0.023500
-0.409209,-0.200305,-0.511136,0.426869,0.203374,0.414189,0.137800,0.01370000,0.053600
-0.528587,-0.552691,-0.068301,0.148883,0.030358,0.598210,-0.220000,0.01698000,-0.006200
-0.469776,-0.376577,-0.001011,0.171649,0.262424,0.492502,0.431100,0.01095000,-0.115600
-0.527916,-0.019694,-0.244025,0.105454,0.435221,0.576935,0.247200,0.01703000,-0.088400
-0.068363,-0.240604,-0.552497,0.124244,0.543218,0.489734,0.874000,0.01884000,-0.115800
-0.218835,-0.365842,-0.141676,0.251841,0.355174,0.024450,0.250900,0.01007000,0.032200
-0.554722,-0.224957,-0.196022,0.337279,0.047841,0.163291,0.076000,0.01409000,0.017300
-0.147976,-0.087143,-0.573918,0.117255,0.166349,0.009917,0.199000,0.01813000,0.075400
-0.205673,-0.412607,-0.335034,0.053556,0.053221,0.463104,-0.238400,0.01482000,0.086000
-0.475886,-0.174658,-0.308145,0.096671,0.271708,0.423615,-0.032300,0.01620000,-0.004100
-0.395425,-0.519840,-0.537033,0.206020,0.157923,0.448593,-0.250000,0.01175000,0.089800
-0.286350,-0.351915,-0.180349,0.095974,0.344413,0.052895,0.126200,0.00902000,0.019400
-0.430516,-0.405193,-0.382193,0.548262,0.477502,0.415670,0.121900,0.01611000,0.054000
-0.148147,-0.469677,-0.307603,0.143752,0.471679,0.118017,0.163800,0.01071000,0.044900
-0.225322,-0.254911,-0.585020,0.278188,0.482022,0.459879,0.786600,0.01900000,-0.079200
-0.510591,-0.036375,-0.120623,0.465124,0.243063,0.067858,0.431500,0.01477000,-0.014500
-0.158582,-0.572429,-0.103539,0.182170,0.298491,0.596272,0.143800,0.01970000,-0.012300
-0.029997,-0.042208,-0.542870,0.202527,0.327818,0.048452,0.524200,0.01784000,0.030900
-0.105663,-0.066369,-0.329310,0.459800,0.275361,0.369000,0.832700,0.01661000,-0.038500
-0.161676,-0.416577,-0.247928,0.154968,0.487568,0.384207,0.407000,0.01097000,-0.034600
-0.579310,-0.335874,-0.585866,0.344172,0.587532,0.499525,0.326300,0.01639000,-0.043000
-0.136603,-0.235515,-0.525223,0.191948,0.449007,0.374693,0.737100,0.01683000,-0.069900
-0.166432,-0.490076,-0.142261,0.124386,0.233237,0.470393,0.281800,0.01049000,-0.031400
-0.229087,-0.407943,-0.157447,0.316122,0.434729,0.043019,0.310600,0.01124000,0.028700
-0.235304,-0.075770,-0.597034,0.408773,0.470029,0.348428,0.977800,0.02233000,-0.075900
-0.216150,-0.394348,-0.542120,0.147890,0.010619,0.570751,-0.331700,0.01175000,0.131500
-0.019928,-0.064661,-0.087038,0.169685,0.042559,0.196042,0.535700,0.00875000,-0.028800
-0.430369,-0.481577,-0.472991,0.431505,0.595142,0.448022,0.048000,0.01575000,0.051000
-0.429044,-0.005150,-0.178097,0.553332,0.283421,0.025430,0.495700,0.01562000,0.012100
-0.357654,-0.280742,-0.183049,0.335817,0.416137,0.439512,0.485400,0.01130000,-0.056200
-0.377874,-0.292050,-0.281141,0.535848,0.354454,0.117158,0.304300,0.01387000,0.049700
-0.221945,-0.459385,-0.210857,0.134668,0.450029,0.395743,0.381100,0.01104000,-0.047700
-0.463256,-0.251953,-0.375460,0.163272,0.216998,0.068849,-0.051100,0.01012000,0.050400
-0.060549,-0.219080,-0.488581,0.267496,0.296917,0.480098,0.719700,0.01518000,-0.052300
-0.351228,-0.353531,-0.380042,0.463176,0.521610,0.531983,0.206200,0.01437000,0.029000
-0.561207,-0.466884,-0.329353,0.551901,0.353431,0.531908,-0.022600,0.01813000,0.042500
-0.193882,-0.299358,-0.133484,0.344261,0.026993,0.127669,0.210900,0.01104000,0.054300
-0.312854,-0.110010,-0.047843,0.424062,0.559245,0.371391,0.877000,0.01364000,-0.113600
-0.241694,-0.032403,-0.214895,0.072298,0.069810,0.242227,0.336700,0.01445000,-0.028600
-0.041813,-0.157887,-0.265657,0.446617,0.330290,0.539101,0.573400,0.01493000,-0.002800
-0.215841,-0.135073,-0.163745,0.207093,0.481568,0.039802,0.461000,0.00936000,-0.014200
-0.322507,-0.260606,-0.041112,0.152600,0.268209,0.432380,0.562800,0.00927000,-0.111000
-0.230197,-0.073255,-0.462331,0.097683,0.310748,0.029701,0.304400,0.01457000,0.025500
-0.356869,-0.535319,-0.036427,0.467783,0.460720,0.298154,0.456000,0.01434000,-0.027900
-0.496209,-0.151110,-0.263629,0.212823,0.176563,0.515929,0.205300,0.01231000,-0.045100
-0.498208,-0.390755,-0.168325,0.197494,0.068187,0.028492,-0.155800,0.01198000,0.054700
-0.363985,-0.066227,-0.461304,0.163297,0.083436,0.523897,0.106600,0.01255000,0.009300
